Quelle est la tranche d'âge couverte par l'échelle EDINN ?,De la naissance à $3$ mois.
"Dans l'échelle EDINN, que signifie un score de $3$ pour l'item 'Relation' ?","Refus du contact, hurlements ou gémissements sans la moindre stimulation."
"Dans l'échelle EDINN, que signifie un score de $3$ pour l'item 'Réconfort' ?",Enfant inconsolable ou présentant une succion désespérée.
Que signifie l'acronyme FLACC ?,"Face, Legs, Activity, Cry, Consolability."
Quelle est la tranche d'âge d'utilisation de l'échelle FLACC chez l'enfant non handicapé ?,De $2$ mois à $7$ ans.
Jusqu'à quel âge l'échelle FLACC peut-elle être utilisée chez l'enfant handicapé ?,Jusqu'à $18$ ans.
"Dans l'échelle FLACC, quel score de l'item 'Cris' correspond à des hurlements ou sanglots constants ?",Le score $2$.
"Dans l'échelle FLACC, quel comportement de l'item 'Activité' correspond à un score de $2$ ?","Être arc-bouté, figé, ou sursauter."
Quel signe clinique est caractérisé par une glaire coagulée au niveau du col utérin ?,L'aspect violacé du col utérin (signe accessoire de grossesse).
Quelle pathologie du premier trimestre est liée à une prolifération anormale du trophoblaste ?,La môle hydatiforme.
Quelle est la définition d'une hypotrophie fœtale sévère ?,Poids inférieur au $3^{\text{e}}$ percentile.
Quelle est la hauteur utérine à $8$ mois ($37$ SA) ?,$30$ cm.
Quels antécédents personnels augmentent le risque de diabète gestationnel ?,Antécédent de diabète gestationnel ou d'enfant macrosome ($>4$ kg).
Quel est le risque psychologique majeur mentionné dans la morbidité maternelle ?,La dépression et le suicide.
"Sur l'échelle EDINN, à quel score correspond un visage prostré, figé ou violacé ?",Le score $3$.
"Sur l'échelle EDINN, quel score correspond à une agitation permanente avec crispation des extrémités ?",Le score $3$.
