Où se situe l'épanchement sanguin dans un hématome extra-dural (HED) ?,Entre l'os du crâne et la dure-mère.
Quel est l'aspect typique d'un HED au scanner (TDM) ?,Une lentille biconvexe hyperdense.
Quelle est l'origine habituelle du saignement dans un hématome sous-dural (HSD) ?,Une lésion des veines sous-arachnoïdiennes.
Quel est l'aspect typique d'un HSD au scanner (TDM) ?,Un croissant de lune.
Quels signes cliniques accompagnent classiquement une hémorragie sous-arachnoïdienne atraumatique ?,"Des signes d'irritation méningée (céphalée brutale, raideur de nuque, vomissements)."
Quelles sont les trois principales lésions traumatiques intra-parenchymateuses ?,"L'oedème cérébral, la contusion hémorragique et les lésions axonales diffuses."
Quelle pathologie carentielle peut être responsable d'un coma non structurel ?,L'encéphalopathie de Gayet-Wernicke.
Quelle est la durée habituelle maximale d'un coma post-critique après une crise d'épilepsie ?,Moins de 30 minutes.
Citez trois points d'appui utilisés pour tester la réponse à la douleur lors d'un examen neurologique.,"La pression sus-orbitaire, l'appui sur l'ongle et la friction sternale."
Que suggère la persistance d'un clignement à la menace chez un patient dont les yeux sont ouverts ?,Une persistance de l'activité corticale.
Quelle structure est impliquée dans le réflexe photomoteur en plus de la rétine et du nerf III ?,Le mésencéphale.
Que signifie un myosis bilatéral aréactif chez un patient comateux ?,Une atteinte du tronc cérébral ou une origine toxique.
Vers quel côté le regard dévie-t-il lors d'une lésion hémisphérique ?,"Vers l'hémicorps sain (le patient ""regarde sa lésion"")."
Quel type de lésion évoque une déviation du regard vers l'hémicorps paralysé ?,Une lésion protubérantielle.
Qu'est-ce que le 'bobbing' oculaire et que localise-t-il ?,Un mouvement oculaire de révérence indiquant une lésion protubérantielle.
Quels sont les signes d'un syndrome pyramidal à rechercher chez un comateux ?,"ROT vifs, diffusés, polycinétiques, signe de Babinski ou de Hoffman."
Décrivez la respiration de Cheyne-Stokes.,Une alternance régulière de périodes d'hyperpnée d'amplitude variable et d'apnée.
Quelle anomalie respiratoire se caractérise par des pauses en fin d'inspiration ou d'expiration ?,La respiration apneustique.
Décrivez la respiration de Kussmaul.,"Une inspiration profonde suivie d'une pause, puis une expiration suivie d'une pause."
Quel est l'état des pupilles dans un coma diencéphalique ?,Myosis réactif.
L'absence de réflexes oculocéphaliques et oculovestibulaires signe une atteinte de quelle structure ?,Le tronc cérébral.
Quelle est l'origine du saignement dans un HED ?,Une artère ou une veine méningée (souvent traumatique).
Dans quelle situation observe-t-on une 'skew deviation' (perte du parallélisme oculaire vertical) ?,Lors d'une lésion du tronc cérébral.
