Quelle racine nerveuse assure l'innervation principale du diaphragme ?,$C4$.
Le nerf musculo-cutané traverse quel muscle ?,Le muscle coraco-brachial.
Quelle structure ligamentaire ferme en avant le canal carpien ?,Le rétinaculum des fléchisseurs.
Quelles racines forment le nerf fémoral ?,"$L2$, $L3$ et $L4$."
Quelles racines forment le nerf sciatique ?,$L4$ à $S3$.
Quel muscle de la fesse est un puissant abducteur de la hanche ?,Le muscle moyen fessier.
Quelle est la zone de fragilité majeure du fémur chez le sujet âgé ?,Le col du fémur.
Quelle membrane relie le tibia à la fibula sur toute leur longueur ?,La membrane interosseuse.
Quelle structure veineuse superficielle du membre inférieur se jette dans la veine fémorale ?,La grande veine saphène.
Comment appelle-t-on l'union des racines motrice antérieure et sensitive dorsale ?,Le nerf spinal.
Le plexus brachial est formé par quelles branches des nerfs spinaux ?,Les branches ventrales uniquement.
Quel nerf innerve les muscles du plancher pelvien ($S3-S4$) ?,Le nerf pudendal (ancien nerf honteux).
Le nerf fibulaire commun contourne quelle structure osseuse ?,Le col de la fibula.
Quel muscle permet l'abduction du pouce testée en anesthésie ?,"Le muscle court abducteur du pouce (innervé par le nerf ulnaire dans le texte, mais classiquement par le médian ; le texte mentionne l'adducteur pour le test des curares)."
